item	file	line	kind	origin	status	evidence
LOADING_POS	src/engine.rs	2041	const		UNVERIFIED	
LOADING_COLOR	src/engine.rs	2042	const		UNVERIFIED	
PAUSE_TEXT	src/engine.rs	2043	const		UNVERIFIED	
PAUSE_POS	src/engine.rs	2044	const		UNVERIFIED	
PAUSE_COLOR	src/engine.rs	2045	const		UNVERIFIED	
QUICKSAVE_SLOT_NAME	src/engine.rs	2051	const	0x1B58,0x270D,0x2734,0x2739,0x1C3F	ASM?	/// The QUICKSAVE slot name (`0x1B58`): the game copies the literal `LAST` into /// the slot-name buffer at `DS:0x270D`, points the save flow's `[0x2734]` at /// it, clears `[0x2739]` and jumps STRAIG
QUICKSAVE_NAME_BUFFER_DS	src/engine.rs	2052	const		UNVERIFIED	
draw_status_overlay	src/engine.rs	2056	fn	0x16BC,0x1ABB	ASM	/// Draw one of the centred status overlays at its own decoded position: /// `LOADING` from `0x16BC` and `PAUSE` from `0x1ABB`.
quicksave	src/engine.rs	2075	fn	0x1B58,0x270D	ASM	/// The rows a QUICKSAVE produces: the slot list with `LAST` written into the /// target slot, matching `0x1B58`'s copy into `DS:0x270D`.
CONFIRM_BOX	src/engine.rs	2108	const	0x14E6,0x1524,0x14F2,0x299,0xCDC,0x14F7,0x14FE,0x17B,0x150C,	ASM	/// The CONFIRM DIALOG (`0x14E6..0x1524`) — the game's `ARE_YOU_SURE?` box, /// which the port did not implement at all. /// /// ```text ///   0x14E6  bx=0x5A cx=0x50 dx=0x8C bp=0x28   the box rect (9
CONFIRM_TITLE_POS	src/engine.rs	2109	const		UNVERIFIED	
CONFIRM_YES_REGION	src/engine.rs	2110	const		UNVERIFIED	
CONFIRM_NO_REGION	src/engine.rs	2111	const		UNVERIFIED	
CONFIRM_TITLE	src/engine.rs	2113	const	0x17B,0x189,0x18D	ASM?	/// The game's own strings — `DS:0x17B`, `DS:0x189`, `DS:0x18D`.
CONFIRM_YES	src/engine.rs	2114	const		UNVERIFIED	
CONFIRM_NO	src/engine.rs	2115	const		UNVERIFIED	
CONFIRM_STRING_TABLE	src/engine.rs	2116	const		UNVERIFIED	
draw_confirm_box	src/engine.rs	2124	fn	0x299,0xCDC,0x40E	ASM	/// Draw the confirm dialog. The box is the same tinted window every other /// panel uses (`0x299:0xCDC` shares the blit family with `0x299:0x40E`).
TEXT	src/engine.rs	2139	const	0x14F7,0x299,0xBB5	ASM?	// Text index 0xE8 — `mov al,0xE8` @0x14F7, feeding the string draw at // `0x299:0xBB5`.
confirm_box_click	src/engine.rs	2160	fn	0x2555,0x255D,0x8295	ORACLE	/// Hit-test the confirm dialog: `Some(true)` = YES, `Some(false)` = NO. /// The regions are `DS:0x2555`/`DS:0x255D`, tested inclusively like every /// other region rect (`region_record_hittest` `0x82
draw_save_ui_rows	src/engine.rs	2176	fn	0x1BAB,0x1BBD,0x8573	ASM	/// The SAVE screen's rows: the ten slot names with the edit buffer swapped in /// for the row being renamed, plus the widget's own extra row. See the call /// site for the assembly (`0x1BAB`, `0x1BBD
draw_choice_box	src/engine.rs	2204	fn	0x8565,0x858B,0x8595,0xA3E,0x858D,0x2AAB,0x84A1,0x84D8,0xAC8	ORACLE?	// ASSEMBLY-SOURCED (these were capture-measured, and the box was wrong): //   0x8565  mov al,0xE8                 unselected row //   0x858B  mov al,0xEF                 the selected row... //   0x85
TEXT	src/engine.rs	2213	const	0x8565,0x858B,0x8595,0xA3E,0x858D	ORACLE?	// ASSEMBLY-SOURCED (these were capture-measured, and the box was wrong): //   0x8565  mov al,0xE8                 unselected row //   0x858B  mov al,0xEF                 the selected row... //   0x85
TEXT_SELECTED	src/engine.rs	2215	const	0x858B	ASM?	// `mov al,0xEF` @0x858B — the selected row.
TEXT_SELECTED_MOUSE	src/engine.rs	2218	const	0x8595,0xA3E,0x858D	ASM?	// `mov al,0xFE` @0x8595 — selected AND the mouse is on it // (`test byte gs:[0xA3E],1` @0x858D).
choice_box_row_at	src/engine.rs	2295	fn	0xAC6,0x86D9,0x847A,0x8508	ASM	/// Hit-test a click against the console choice box (see [`draw_choice_box`]). /// /// The geometry is DECODED, not measured: the box centres on /// [`Self::CHOICE_BOX_CENTER_X`] (`mov word [0xAC6],0x
choice_box_widest	src/engine.rs	2321	fn		UNVERIFIED	/// The widest square-caps label pixel width over `labels` (capped at 8 rows, /// the box's own limit) — the `widest` the box geometry keys on.
draw_list_menu	src/engine.rs	2344	fn	0x847A,0x8565,0x858B,0x84AD,0x857D,0x8582	ASM?	/// Draw a LIST MENU — the game's blue square-capitals vertical list (topic /// menus in dialogue, destinations at nav, contacts). Same widget as /// [`Self::draw_choice_box`], so the same ASSEMBLY la
TEXT	src/engine.rs	2347	const	0x8565,0x858B	ASM?	// Same row colours as the choice box: `mov al,0xE8` @0x8565 unselected, // `mov al,0xEF` @0x858B selected.
TEXT_SELECTED	src/engine.rs	2349	const	0x858B	ASM?	// `mov al,0xEF` @0x858B — the selected row.
set_topic_menu	src/engine.rs	2390	fn		UNVERIFIED	/// Set the dialogue topic menu: (label, first line index) per topic.
load_bas_menus	src/engine.rs	2399	fn	0x6772	ASM?	/// Load the conversation script's decoded concept-menu stack (the game's /// `gs:0x6772` menu system, [`crate::bas_vm`]) from its `.BAS`/`.DIC`. Seeds at /// the entry menu; `current_bas_menu_labels`
current_bas_menu_labels	src/engine.rs	2407	fn		TESTED	/// The current BAS concept menu's topic labels (uppercased, as the square-caps /// menu renders them). Empty if no `.BAS` menus are loaded. Enter/back-out /// navigation is driven via [`crate::bas_vm
bas_menu_interact	src/engine.rs	2419	fn		TESTED	/// The complete per-beat concept-menu interaction: a click on `row` either pops /// (talk/bye_bye — back out) returning `None`, or advances the current menu's /// sequential response monologue and re
bas_menu_click	src/engine.rs	2437	fn		UNVERIFIED	/// Handle a screen click on the displayed BAS concept menu: map (x,y) to a topic /// row (the list-menu geometry) and run [`Self::bas_menu_interact`]. Returns the /// response subtitle (empty string 
sync_topic_menu_from_bas	src/engine.rs	2447	fn		TESTED	/// Sync the displayed topic menu to the current BAS concept menu, so the decoded /// menus actually RENDER (via [`draw_list_menu`]/the topic-menu widget). Each row /// carries its topic index; a clic
bas_start_responses	src/engine.rs	2458	fn		TESTED	/// Begin the current BAS menu's response monologue (its `0xA6` responses), reset /// to the start. Called when a conversation menu becomes active.
bas_advance_response	src/engine.rs	2465	fn		TESTED	/// Advance to the next response of the active menu (the already-shown gating), /// returning its `0xA6` BAS offset for the dialogue renderer. `None` when the /// monologue is exhausted or no menu is 
bas_topic_click	src/engine.rs	2474	fn		TESTED	/// Handle a click on `row` of the current BAS concept menu. Back-out topics /// (`talk`/`bye_bye`) POP to the parent menu — verified against the running /// game (MENUTREE: fear/anger menu `talk` → t
topic_labels	src/engine.rs	2488	fn		UNVERIFIED	/// The current topic-menu labels (for drivers that route clicks themselves).
topic_menu_click	src/engine.rs	2494	fn		UNVERIFIED	/// A click while the topic menu is showing: selects the topic and jumps the /// dialogue to its first line. Returns the selected topic index. // Play only THIS topic's SEGMENT, then re-hold. The boun
hand_pose_event	src/engine.rs	2522	fn		UNVERIFIED	/// Fire a one-shot hand-pose event (decoded selectors: 0xB = UI close, 0xA = /// screen transition) — the pose sequence plays once, then poses resume from state.
set_console_band_dialogue	src/engine.rs	2529	fn		UNVERIFIED	/// Whether the current dialogue plays over the pyramid-console band (SCRIPT1 tutorial).
set_dialogue_autoplay_end	src/engine.rs	2535	fn		UNVERIFIED	/// Gate auto-play at `end` (exclusive): the scripted opening plays unprompted, then the /// dialogue holds at the topic menu and topic clicks drive the rest.
set_dialogue_styles	src/engine.rs	2541	fn		UNVERIFIED	/// Per-line render styles (parallel to the queued lines): true = character speech /// (green bold reveal), false = static text (white thin — menu/list content).
set_segment_boundaries	src/engine.rs	2548	fn		UNVERIFIED	/// Record the dialogue's function-segment start lines so a topic click plays only that one /// segment (not everything up to the next topic). Does NOT change the play position — unlike /// [`Self::se
set_dialogue_segments	src/engine.rs	2555	fn		UNVERIFIED	/// Segment the dialogue at the given line starts (script-function beats): the first segment /// (the scripted opening) auto-plays, then the dialogue holds; each call to /// [`Self::play_next_dialogue
hold_current_line_at_least	src/engine.rs	2565	fn		UNVERIFIED	/// Play the next unplayed dialogue segment (a concept-menu interaction advances the /// conversation one beat), then re-hold at the menu. Returns false when exhausted. /// Driver hook: the current li
play_next_dialogue_segment	src/engine.rs	2569	fn		UNVERIFIED	
list_menu_click	src/engine.rs	2590	fn	0x8508,0x847A	ASM	/// Map a click to a list-menu row, using the widget's own hit-test rather /// than measured geometry: `row = dy/11 + 1` (`div bl,0x0B` @`0x8508`), the /// same divide [`Self::choice_box_row_at`] repr
bridge_nav_orb_click	src/engine.rs	2605	fn		ORACLE?	/// Whether a click hits the nav-sector ORB (the pyramid-sector station orb) — the /// oracle-verified way into the nav/viewscreen console. Orb near screen (105..145, 130..165) /// when the pyramid se
bridge_station	src/engine.rs	2619	fn		INFRA	/// Map a click to a nav-sector destination row when the choice box is showing /// (bridge view in the pyramid sector with destinations set). /// The station the current panorama frame belongs to, rea
bridge_nav_destination_click	src/engine.rs	2638	fn	0x8508	ASM	/// Map a click to a nav-destination row, while the view is at the PYRAMID /// NAVIGATION ROOM. /// /// The station comes from the panorama's own frame header (`station == 2`), /// not from a frame ra
render_bridge_background	src/engine.rs	2658	fn	0x954A	ASM?	/// Composite the bridge view into the framebuffer: window starfield, then the /// current TB.BIG panorama frame with colour-0 transparency, then the game /// palette + the golden menu's dynamic DAC r
load_cyberspace	src/engine.rs	2712	fn		DATA?	/// Load the cyberspace hyperspace-tunnel animations (`sq/hyper_*.hnm`), sorted so /// segments advance in order. The screen renders once `cyber_active` is set.
start_cyberspace	src/engine.rs	2733	fn		TESTED	/// Begin (or restart) a cyberspace traversal from the first segment.
cyber_progress	src/engine.rs	2741	fn		TESTED	/// The cyberspace traversal progress: (current segment, total segments).
render_cyberspace	src/engine.rs	2753	fn		DATA?	/// Render the cyberspace hyperspace-traversal mini-game: fly through the real /// `hyper_*.hnm` warp segments toward the destination, steering the on-course reticle /// with the mouse; each completed
RETICLE	src/engine.rs	2778	const		UNVERIFIED	// HUD overlay: a course reticle (steered) + a journey progress bar.
BAR	src/engine.rs	2779	const		UNVERIFIED	
load_cryobox	src/engine.rs	2810	fn		DATA?	/// Load the cryo-chamber scene (`sq/cryorad.hnm`) shown by the console's CRYOBOX /// option — the ship's cryo-pod bay (its palette is the HNM's own header palette).
render_cryobox	src/engine.rs	2816	fn		UNVERIFIED	/// Render the CRYOBOX cryo-chamber, looping its frames.
apply_console_bank_remap	src/engine.rs	2833	fn	0x7AC3,0x6011,0x299,0x40E	ASM	/// The montage's full-screen colour reduction at `0x7AC3` (`si=DS:0x6011`, /// `lcall 0x299:0x40E` over `(0, 0, 320, 200)`), through the table the game's /// own builder produces — see /// [`crate::p
overlay_console_band	src/engine.rs	2865	fn	0x7AC3,0x6011	ASM	/// Overlay the intro montage's console band — FROM THE REAL ASSET. /// /// The band is `TB.BIG` panorama frame [`CONSOLE_BAND_FRAME`], rows 140..200, /// pushed through the console-bank remap table t
render_viewscreen_console	src/engine.rs	2896	fn		ORACLE?	/// Render the VIEWSCREEN console: the band along the bottom — composed from /// `TB.BIG` frame 90 through the console-bank remap, see /// [`Self::overlay_console_band`] — and the upper viewscreen sho
load_ending	src/engine.rs	2928	fn		DATA?	"/// Load the game-ending finale cutscene (`sq/fin.hnm`, the ""fin""/end video) — the /// bookend to the intro. Returns whether it loaded."
start_ending	src/engine.rs	2934	fn		TESTED	/// Start the ending finale from its first frame (call when the game is completed).
ending_finished	src/engine.rs	2940	fn		TESTED	/// Whether the ending finale has played through all its frames.
render_ending	src/engine.rs	2948	fn		UNVERIFIED	/// Render the ending finale, advancing one frame per call and holding on the last.
PHONE_CONTACTS	src/engine.rs	2966	const		DATA?	/// The video-phone's callable crew: display name + their talk-head HNM basename /// (`pe/aa*.hnm`). These are the crew whose full-colour idle-head animations exist and /// decode cleanly; the phone s
load_telephone	src/engine.rs	2981	fn		DATA?	/// Load the video-phone call screen (console TELEPHONE option): the call widget /// (`BAPPEL.SPR`, from `iso`) and every callable crew's talk-head HNM (`pe/aa*.hnm`, /// from `assets`). Returns wheth
phone_contact_labels	src/engine.rs	3000	fn		UNVERIFIED	/// The number of callable phone contacts loaded. /// Contact names for the TELEPHONE choice box.
phone_contact_count	src/engine.rs	3004	fn		TESTED	
phone_contact_name	src/engine.rs	3009	fn		TESTED	/// The display name of the currently selected/dialled contact.
phone_connected	src/engine.rs	3014	fn		INFRA	/// Whether the call is connected (showing the talk-head video feed).
phone_cycle_contact	src/engine.rs	3019	fn		UNVERIFIED	/// Cycle the dialled contact (`dir` +1/−1), while dialling (a no-op once connected).
phone_contact_click	src/engine.rs	3028	fn		TESTED	/// Map a click to a contact-list row (dialling state), matching the drawn layout. // The drawn box is [up to 7 contacts…, CANCEL] (see the dialling render), // vertically centred for that total. Hit-
phone_connect	src/engine.rs	3051	fn		TESTED	/// Connect the call to `index` (switch to the video-feed state). Invalid index = no-op.
phone_hangup	src/engine.rs	3062	fn		TESTED	/// Hang up a connected call, returning to the dialling state.
render_telephone	src/engine.rs	3069	fn		ORACLE?	/// Render the video-phone. Dialling: the console-palette backdrop, the animated /// `BAPPEL` call widget, and the crew contact list in the console font (the dialled /// row highlighted). Connected: t
arm_alien_intro	src/engine.rs	3100	fn		TESTED	/// Arm the scrutinizer-apparatus intro to play from its first frame the next time /// the examination screen renders (call when opening the screen).
render_alien_view	src/engine.rs	3111	fn		UNVERIFIED	/// Render the alien-examination screen: the mouse pan (delta from centre, /// smoothed + clamped like the decoded camera at `re/REVERSE.md`) selects one of /// the pre-rendered rotation views, whose 
render_intro_frame	src/engine.rs	3158	fn	0x7AC3,0x6011	ORACLE?	/// Render one frame of the current intro clip full-screen; when a clip's frames are /// exhausted, advance to the next; when the sequence ends, deactivate the intro so /// the main loop takes over. /
INTRO_CREDIT_FRAMES_PER_TICK	src/engine.rs	3210	const		ORACLE?	/// Frame index at which a credit cue's `tick` becomes active. The intro cinematic /// advances one clip frame per stepped game frame, so a cue displays from `tick` /// frames in until the next cue su
INTRO_CREDIT_BASELINE_Y	src/engine.rs	3215	const		ORACLE?	/// Top row of the FIRST credit line. Native-resolution ground truth (dlg_05, a real /// 320x200 capture of the credit beat): line 1 top y=82, line 2 y=92 (pitch 10), /// centred on x=160, over the ch
TV_CUE_BASELINE_Y	src/engine.rs	3217	const		UNVERIFIED	/// Top row of the LAST TV broadcast-cue line (the lower letterbox band).
INTRO_CREDIT_COLOR_INDEX	src/engine.rs	3220	const		TESTED	/// Reserved palette index forced to white for the credit glyphs (mirrors the /// dialogue reveal's reserved 0xFD/0xFE slots).
draw_intro_credit	src/engine.rs	3224	fn		UNVERIFIED	"/// Draw the credit subtitle active at intro clip `frame` (if any) centred in the /// lower letterbox. The active cue is the last one whose `tick` has been reached. // Multi-line credits (""CRYO Intera"
load_dialogue_scenes	src/engine.rs	3256	fn		DATA?	/// Load a dialogue script AND resolve each line's speaker to its talk-HNM asset /// (actor `0xC4` offset → DEB object name → DESCRIPT record → talk HNM → file in /// `asset_dir`), so playback automat
dialogue_cursor	src/engine.rs	3301	fn		INFRA	/// Current dialogue playback cursor (line index), for drivers that react to line /// changes (e.g. per-line voice playback).
set_dialogue_cursor	src/engine.rs	3307	fn		UNVERIFIED	/// Set the dialogue playback cursor (clamped to the loaded dialogue), used when /// restoring a save so playback resumes at the saved line.
capture_save	src/engine.rs	3318	fn		ORACLE?	/// Capture the resumable game state into a [`crate::save::SaveState`] (the port's own /// save). `script` is the current location/dialogue script number the driver loaded /// (0 = none, on the nav) —
restore_save	src/engine.rs	3350	fn		UNVERIFIED	/// Restore the engine-side view and settings from a save. The driver must (re)load /// `save.script`'s dialogue BEFORE calling this so the dialogue cursor lands on a valid /// line; screen selection,
subtitle_reveal_progress	src/engine.rs	3384	fn	0x5E58,0x94BA	ASM?	/// How many subtitle characters are currently revealed on the active line (the /// game's reveal pointer `gs:0x5E58`), and the line's total character count. A /// driver plays the `tb.snd` chatter (c
current_voice	src/engine.rs	3401	fn	0xCFB,0x66AF,0x94CF	ASM?	/// The current line's speaker SND bank path + its `b3` selector. /// /// NO LONGER DRIVES AUDIO. The per-line voice clip this used to feed was removed: /// the game plays a random burble (`prng(10)+7
load_current_scene	src/engine.rs	3412	fn	0x67F6,0x682F	ASM?	/// Load the talk-HNM resolved for the current dialogue line (if any). // A line with its own scene switches to it; a line WITHOUT one keeps the current // scene (so a character's sceneless lines play
load_dialogue	src/engine.rs	3441	fn	0x108E	ASM?	/// Load a dialogue script (`SCRIPTn.COD` + `.VAR`): run the VM trace and queue /// its reached dialogue lines for frame-stepped playback. Each [`EngineState:: /// step`] advances the playback timer; 
set_speech_dialogue	src/engine.rs	3502	fn	0x2B97,0x79E5	ASM?	/// Play dialogue directly from the port's decoded speech events — the FULL per-script, /// per-character content (every character's lines, with each line's background scene), /// instead of `execute_
current_dialogue	src/engine.rs	3532	fn		TESTED	/// The dialogue line currently being presented, if a script is loaded.
pending_next_scene	src/engine.rs	3539	fn		INFRA	/// The next scene/profile the loaded script's D2 handoff dispatches to (for /// scene-to-scene chaining), or `None` if this is a terminal scene. The driver /// loads that profile's script when the cu
dialogue_finished	src/engine.rs	3545	fn		TESTED	/// Whether dialogue playback has reached the final line (the point at which the /// D2 handoff to [`EngineState::pending_next_scene`] would fire).
queue_scenes	src/engine.rs	3552	fn		TESTED	/// Queue a sequence of scene scripts `(cod, var, dic)` and start the first, so /// the engine auto-advances scene-to-scene as each finishes (the scene flow the /// D2 handoff drives). Returns the num
current_scene_index	src/engine.rs	3563	fn		INFRA	/// The index of the scene currently playing in the queue.
advance_scene_if_finished	src/engine.rs	3569	fn		UNVERIFIED	/// If the current dialogue has finished and another scene is queued, advance to /// it (loading its script). Returns true if it advanced.
dialogue_page_number	src/engine.rs	3582	fn		ORACLE?	/// 1-based page number of the current dialogue line — the green console digit the /// real presentation screen shows top-left (oracle bd_218M..bd_290M, index 254).
current_subtitle	src/engine.rs	3587	fn		TESTED	/// The current dialogue line's reconstructed subtitle text, if non-empty.
dialogue_len	src/engine.rs	3595	fn		TESTED	/// Number of dialogue lines the loaded script reached.
current_line_hold	src/engine.rs	3606	fn	0xB31,0x94BA,0xB35,0x94D4	ASM?	/// Advance the dialogue playback: after `dialogue_hold_frames`, step to the next /// reached line (stops at the last line). /// Hold for the current line, using the game's decoded subtitle timing: th
in_dialogue	src/engine.rs	3627	fn		UNVERIFIED	/// Whether a dialogue scene is currently the active view (playing, with no overlay /// screen / nav / intro / ending on top) — so a driver can route clicks to advance it.
skip_dialogue_line	src/engine.rs	3644	fn		UNVERIFIED	/// Manually advance the dialogue on a click (as the real game does): if the current /// line is still revealing, snap it fully revealed; otherwise move to the next line. /// Returns `false` when alre
advance_dialogue	src/engine.rs	3673	fn		ORACLE?	// Hold at the autoplay boundary: the current line stays fully shown and the topic menu // waits for the player (freeze the timer at the reveal-complete point). // The scripted OPENING (which plays ov
load_hud_sprites	src/engine.rs	3709	fn		TESTED	/// Load the ship-nav HUD sprite banks (BCARTE grid frames + BORXX orb) from /// their raw `.spr` bytes so [`EngineState::render_ship_view`] composites the /// accurate sprite HUD over the starfield.
load_nav_sprites	src/engine.rs	3718	fn	0x4BAA	ASM?	/// Load the star-map nav sprites: `CARTE.SPR` holds the game's actual destination /// pyramid frames at six pre-scaled sizes (f0..f5) plus the selection reticle /// (f6); `BORXX.SPR` the eye-orb fram
nav_world_label_sample	src/engine.rs	3733	fn	0x9BBA,0x100000,0x4F09	ASM?	/// Draw the star-map destination pyramids with the game's real components: the /// ground-plane grid of destinations is projected point-by-point with /// `project_star_map_point` (the decoded 0x9BBA 
load_title	src/engine.rs	3741	fn		DATA?	/// Load + arm the title screen from `BLOOD.LBM` under `iso`: decode the planar ILBM /// title art and downscale it aspect-correctly (e.g. 640×480 → 320×200, nearest, /// keeping the full image) into 
title_active	src/engine.rs	3766	fn		TESTED	/// Whether the title screen is armed/showing.
dismiss_title	src/engine.rs	3771	fn		TESTED	/// Dismiss the title screen (advance to the intro/game).
render_title	src/engine.rs	3776	fn		UNVERIFIED	/// Render the downscaled title art into the framebuffer.
visit_world	src/engine.rs	3787	fn		TESTED	/// Visit a world by name: collect all its decoded `fd/` rooms (floor/view-angle /// backgrounds the world maps to) from `assets`, show the first, and enable cycling. /// Returns whether any room was 
set_world_ext	src/engine.rs	3836	fn		TESTED	/// Supply the visited world's `.ext` bytes so its decoded object positions are marked /// on the location screen. Parses the objects via [`crate::ext`] and stores their /// `(x, y)`. No-op if no worl
world_object_click	src/engine.rs	3850	fn		UNVERIFIED	/// Hit-test a click against the visited world's decoded `.ext` OBJECT markers /// (the world's entities, e.g. the initial id=1/type=4 inhabitant at its /// world-specific position). Returns the objec
cycle_world_room	src/engine.rs	3859	fn		TESTED	/// Cycle to another room of the currently-visited world (`delta` = +1/-1), decoding /// its background. No-op if no world is being visited.
world_room_position	src/engine.rs	3876	fn		TESTED	/// The visited world's room count + current index (for HUD/tests), if active.
world_location_active	src/engine.rs	3881	fn		TESTED	/// Whether the world-location landing screen is active.
step_ship_3d_nav_state	src/engine.rs	3896	fn	0xB692,0xB75C,0x0B3B,0xB6D0	ASM	/// Whether the plain nav star-map is the active view — on the ship with no overlay /// screen (bridge/comms/cyberspace/cryobox/alien/world-landing) open. This is the /// view that shows the choose-a-
nav_view_active	src/engine.rs	3969	fn		UNVERIFIED	
leave_world	src/engine.rs	3981	fn		TESTED	/// Close the world-location screen (back to nav).
render_world_location	src/engine.rs	3987	fn		UNVERIFIED	/// Render the current world-location background (its decoded palette + pixels) with /// the world name + room index captioned, into the framebuffer. // Take the visit out so the blit can mutate the f
render_nav_pyramid_sprites	src/engine.rs	4081	fn	0x9B98,0x4f09,0x4f01,0x2F6D,0x2F6F,0x990C,0x2f6f	ASM	/// Draw the nav-map destination pyramids through the game's own projector. /// /// `ship_3d_object_sprite_project` @`0x9B98` is the per-destination /// projector (`mov bx,0x4f09` / `mov di,0x4f01` lo
NAV_CAMERA_ORIGIN	src/engine.rs	4133	const	0x9B98,0x6212,0x4F09,0x2F77,0x9BB4,0x9BBA,0x9CF5,0x4F45,0x2F	DATA	// THE GAME'S OWN NAV-DESTINATION PROJECTOR (0x9B98), decoded: //   * it iterates entities 0x15..0x1F (`0x6212+((i+0x15)<<5)`) and draws //     ONLY those whose flags word has bit7 set (`test [si],0x8
location_panel_tint_table	src/engine.rs	4245	fn	0x2780,0x90ED,0x90F9,0x9142,0x9156	ASM	/// The destination info panel's WINDOW: the rect at `DS:0x2780` remapped /// through a 50%-toward-black tint table (`0x90ED..0x90F9` builds it, /// `0x9142..0x9156` draws it), then the panel's text r
render_location_info_panel	src/engine.rs	4283	fn	0x9137,0x91EC,0x9142,0x2780,0x2782,0x2784,0x2786,0x9152,0xac	ASM	/// Draw the destination INFO PANEL — `0x9137..0x91EC`: /// /// ```text ///   0x9142  mov bx,[0x2780] / cx,[0x2782] / dx,[0x2784] / bp,[0x2786] ///                                    the window rect (
nav_chart_click	src/engine.rs	4322	fn	0x8FB0,0x8FBE,0x8FF4,0x912E,0x92A3	ASM	/// A left click while the nav chart is up, routed the way the game routes it /// (`0x8FB0..0x8FBE` then `0x8FF4`): /// /// * panel already up -> the click is what re-enables the mouse, which is the /
render_nav_info_panel_frame	src/engine.rs	4350	fn	0x9083,0xFAD,0x299,0x40E	ASM	/// Advance and draw the info panel for one nav frame. Call after the chart /// background is drawn; returns whether anything was drawn. /// /// Mirrors the dispatcher at `0x9083`: the zooming states 
assign_nav_slot_entity_ids	src/engine.rs	4383	fn	0x6212,0x9B98	ASM	/// Give each nav sprite slot the ENTITY id the projector writes it into: /// `0x6212 + ((i + 0x15) << 5)` at `0x9B98`, so slot `i` is entity `0x15 + i`. /// Without this a slot is anonymous and canno
nav_hover_status_active	src/engine.rs	4404	fn	0x82E8,0x65F2,0x6212,0x830A,0x8315,0x8318,0x8328,0x420D,0x42	ASM	/// The HOVER status panel's trigger (`nav_state_gate` `0x82E8`): the gate /// reads `si = 0x65F2` — ENTITY `0x1F`'s record, the LAST of the 32 at /// `DS:0x6212` — requires its state bit0, and hit-te
open_location_info_panel	src/engine.rs	4440	fn	0x8FF4,0x905B,0x9029,0x2AAB,0x9039,0xADB,0xADA,0x9043,0x2788	ASM	/// OPEN the destination info panel — the selection commit at /// `0x8FF4..0x905B`, minus the parts that belong to the DOS input layer: /// /// ```text ///   0x9029  [0x2AAB] = {mouse x, mouse y, 4, 4
close_location_info_panel	src/engine.rs	4459	fn	0x912E,0x922A,0x278C,0x2788,0xADB,0x2789	ASM	/// Ask the panel to close — the `0x912E` edge, where the mouse being enabled /// again puts the FSM into state 2 (`0x922A`: `[0x278C]=0`, `[0x2788]=2`, /// `[0xADB]=0`, `inc [0x2789]`).
step_location_info_panel	src/engine.rs	4477	fn	0x90FF,0x9120,0x2789,0x91F1,0x9228,0x27BF,0xFAD	ASM	/// Advance the panel one frame and return the rect to draw, if any. /// /// * `ZoomingOpen` (`0x90FF..0x9120`): `inc [0x2789]`, interpolate the cursor ///   rect toward the panel rect, and on complet
load_nav_chart	src/engine.rs	4527	fn		TESTED	/// Load the real navigation star-map background from `CHART.FD` (an IFF/PBM image /// under `iso`) — the game's own chart the ship-nav screen shows. Returns whether it /// loaded; when present, `rend
NAV_DEST_X	src/engine.rs	4568	const	0x8428,0x84A1,0x84A7,0x84AD,0x7259	ASM?	/// APPROX — FABRICATED LAYOUT, and the decoded replacement already exists. /// /// These four numbers place the choose-a-location list at a fixed `x=6, /// y=22`, pitch 10, width 150. NOTHING cites t
NAV_DEST_Y	src/engine.rs	4569	const		UNVERIFIED	
NAV_DEST_PITCH	src/engine.rs	4570	const		UNVERIFIED	
NAV_DEST_W	src/engine.rs	4571	const		UNVERIFIED	
set_nav_destinations	src/engine.rs	4577	fn		TESTED	/// Set the choose-a-location destination list for the nav (each entry: a label and /// that character's decoded dialogue lines). The nav then shows them as a clickable /// list; clicking one plays th
set_nav_chart_objects	src/engine.rs	4593	fn	0x604E,0x721A	ASM	/// Set the RECORD-DRIVEN chart objects — the game's own nav chart, built by /// `0x604E` -> `0x721A` and mirrored by [`crate::vm::VmMachine::build_nav_chart_list`]. /// /// This is what the destinati
nav_chart_objects	src/engine.rs	4597	fn		INFRA	
nav_chart_object_click	src/engine.rs	4604	fn	0x92A3	ASM	/// Hit-test a click against the chart markers, exactly as `0x92A3` does: /// the box starts 2px up-left of the marker, its size comes from the object's /// kind, and BOTH bounds are inclusive. Return
nav_destination_label	src/engine.rs	4614	fn		UNVERIFIED	/// The number of nav destinations currently offered. /// The label of nav destination `i` (the location's character name), if present.
nav_destination_count	src/engine.rs	4618	fn		UNVERIFIED	
nav_destination_click	src/engine.rs	4623	fn		UNVERIFIED	/// Map a click on the nav chart to a destination index, matching the list layout.
visit_nav_destination	src/engine.rs	4637	fn		UNVERIFIED	/// Visit the chosen nav destination — play that character's decoded dialogue. Returns /// whether the index was valid.
render_ship_view	src/engine.rs	4648	fn	0x604E,0x721A	ASM?	/// Render the on-ship nav view. With the real chart (`CHART.FD`) loaded this draws /// that star-map background (nebula + destinations + console) and a heading cursor; /// otherwise it falls back to 
CURSOR_COLOR	src/engine.rs	4656	const		UNVERIFIED	// Heading cursor: a reserved-colour tick along the chart's top, swept by // the compass angle, so steering has visible feedback over the static chart.
targeted_world_name	src/engine.rs	4839	fn		UNVERIFIED	"/// The name of the world the nav compass currently targets (for ""visit this /// destination"" input)."
targeted_world_index	src/engine.rs	4846	fn		UNVERIFIED	/// The index into [`Self::nav_world_labels`] the compass heading currently targets: /// the heading (0..180°) maps across the decoded primary worlds, so panning the ship /// sweeps through the real n
