# addr,name,comment
# addr forms: 0xNNNNN = file offset | SEG:OFF = relative seg:off | DS:0xNNNN = DS-relative | IMG:0xNNNN = image offset
0x000600,entry,MZ entry point; sets DS/SS=0x0ce2 SP=0x7e78
0x0142D0,vm_opcode_handler_table_static,"the VM's STATIC opcode-handler table (copied to runtime GS:0x6eb0 at init). ENUMERATED: opcodes 0xA0.. , entry i = handler offset in VM code segment 0x4da (handler file = entry + 0x53a0). Validated vs A6(0x660c)/C1(0x6b4c)/C4(0x6c7e)/D2(0x64b8). ~50 opcodes, ~30 distinct handlers (many share defaults 0x6946/0x6863). The full script command set - see REVERSE.md VM opcode table. Resolved by cracking the VM-code segment base (0x4da->file 0x53a0), the limit deferred last turn || ALSO RECORDED as `vm_handler_table`: opcode handler jump table DS:0x6eb0, 52 near offsets into seg 0x04da, opcodes A0..D3 || MERGED 2026-07-25 (#186): one address, several names, folded by union."
0x006559,vm_op_a0_push,"VM opcode 0xA0 PUSH: set [0x67ad]=1; bp=stack_ptr gs:[0x6884]; stack_ptr+=2; lodsw operand -> [bp+0x6820]. Pushes the 16-bit operand onto the VM stack (gs:0x6820, ptr gs:0x6884)"
0x006572,vm_op_a1_pop,VM opcode 0xA1 POP: set [0x67ad]=0; if stack_ptr gs:[0x6884]==2 (empty) noop else stack_ptr-=2. Pops the VM stack
0x006588,vm_op_a2_cond_call,VM opcode 0xA2: lodsw operand; lcall 0x1ce:0xb02 (condition/test); if ax!=0 call 0x6462. Conditional call/branch on the tested operand
0x006596,vm_op_a3_block,"VM opcode 0xA3: conditional block - scans the script for the matching 0xA1 (POP) opcode, gated on gs:[0x67b2]&1 and comparing bytes to 0xa1. A structured block/if construct"
GS:0x6820,vm_stack,"VM operand stack (16-bit entries); stack pointer at gs:0x6884 (starts at 2, +=2 push / -=2 pop). Used by opcodes 0xA0/0xA1"
0x006462,vm_branch,VM branch/jump primitive: called by the conditional opcodes (0xA2/0xCE/0xD0) to take a script jump when their condition holds; consumes the branch-target operand from the script stream
0x006494,vm_op_ce_cond_branch,"VM opcode 0xCE: if gs:[0x2793]&1 is CLEAR, call vm_branch 0x6462 (conditional jump on presentation-flag [0x2793] bit0)"
0x0064A0,vm_op_d0_cond_branch,"VM opcode 0xD0: if gs:[0x252a]&1 is CLEAR, call vm_branch 0x6462 (conditional jump on game-flag [0x252a] bit0)"
0x0064C0,vm_op_cf_clear_state,VM opcode 0xCF: clear gs:[0x67b1]=0 and gs:[0x6764]=0 (reset resume/PC-related VM state)
0x0064CE,vm_op_cc_set_record_byte,VM opcode 0xCC: bp=0x6cde + (operand1-1)*16; [bp]=operand2. Writes a byte into a 16-byte-record table at gs:0x6cde indexed by (operand-1) - a set-property/set-variable op
GS:0x6CDE,vm_record_table_16b,"table of 16-byte records at gs:0x6cde, indexed by (operand-1); written by opcode 0xCC (set-property). Likely script variables / per-entity properties"
0x006AA7,vm_op_b7_record_op,"VM opcode 0xB7: les di,gs:[0x6724] (object/line-record state table); optional 0xA1(POP) skip; lodsw index/offset + lodsb value -> read/write a field in the state-table record. An object/line-record manipulation opcode || NARROWER EARLIER READING `vm_bit_set_test_6aa7`: 0xB7 high-bit-first byte flag set/clear/test handler || MERGED 2026-07-25 (audit-fixes #133): one address, two names, the shorter describing a prologue or a single facet. Kept because a narrow reading records a true observation; renamed away because it is not what the routine IS."
0x006863,vm_op_shared_state_marker,"VM opcode SHARED handler for 0xB1/0xB4/0xB5/0xB6/0xBE/0xBF/0xC0 (7 opcodes -> same handler): les di,gs:[0x6724]; bx=[si] offset; cx=es:[bx+di] read record field; lodsb ah + lodsb al operands; cmp al vs opcode markers 0xc0/0xc2. Reads a state-table record field + branches on following opcode markers. Grouped opcodes performing the same state-table op; exact op partially decoded"
0x0065DB,vm_op_a4_jump,"VM opcode 0xA4 JUMP: si=[si] (set script PC to the operand address); clear resume state gs:[0x67b1]=0, gs:[0x6764]=0. Unconditional jump"
0x0065EB,vm_op_a5_cond_state_array,VM opcode 0xA5: lodsb index; bp=index*2; gated on gs:[0x67ad]&1; test word gs:[bp+0x6ade] (the state_word_array) - conditional branch on a state-array flag
0x0067BA,vm_op_a7_set_if_presentation,VM opcode 0xA7: lodsw operand; if gs:[0x67ac]&1 (presentation active) set gs:[0x6770]=operand. Conditional set-state
0x006830,vm_op_a9_cond_jump,"VM opcode 0xA9: lodsb al; if bit0 CLEAR, si=[si] (jump to operand). Conditional jump on operand bit0"
0x006855,vm_op_aa_yield,VM opcode 0xAA: set gs:[0x67b4]=1 - the yield flag the exec loop checks after each handler (0x562a); makes the VM break/yield the current frame. A yield/wait opcode
0x00684C,vm_op_ab_poke_byte,VM opcode 0xAB: lodsb al value; bx=[si] address; [bx]=al; si+=2. Writes a byte to an arbitrary DS address given by the operand - a set-variable/poke op
0x00685C,vm_op_ac_yield,"VM opcode 0xAC: set gs:[0x67b4]=1 (yield flag) - alias of 0xAA, yields/breaks the VM frame after this opcode"
0x006EEE,vm_op_c3_state_record,"VM opcode 0xC3: object/line-record state op (les di,gs:0x6724 + 0xA1-skip prologue). C-range state-table family; exact field op partial || ALSO RECORDED as `vm_op_c3_record_link`: 0xC3 record-link handler; writes es:[record]={0xc3,related,1} on mode-0 success || MERGED 2026-07-25 (#185): one handler under several names."
0x0064E5,vm_op_ca_compare_var,"VM opcode 0xCA: lodsw tag (dl), lodsw value; if tag==0xf1 (variable-ref marker) compare value vs gs:[0xaa6] and branch (jg). Conditional comparison of a script value/variable against game state [0xaa6] || ALSO RECORDED as `vm_op_ca_global_word_compare`: 0xCA global condition handler; compares token value to gs:0x0aa6 || MERGED 2026-07-25 (#185): one handler under several names."
0x006510,vm_op_cb_compare_byte,"VM opcode 0xCB: lodsb tag, lodsw bx, lodsw; if tag==0xf1 compare bh vs gs:[0xaaa] and branch. Byte comparison of a script variable vs game state [0xaaa]. Companion to 0xCA || ALSO RECORDED as `vm_op_cb_global_pair_compare`: 0xCB global pair condition handler; compares packed token value to gs:0x0aaa/0x0aa8 || MERGED 2026-07-25 (#185): one handler under several names."
0x006902,vm_op_shared_ae_b0_state,"VM opcodes 0xAE + 0xB0 (shared handler 0x6902): object/line-record state op (les di,gs:0x6724 + 0xA1-skip). State-table family; exact op partial"
0x0069C7,vm_op_cd_state_gated,"VM opcode 0xCD: state-table record op (les di,gs:0x6724, gated on gs:[0x67ad]&1, 0xA1-skip). State-table family; exact op partial || ALSO RECORDED as `vm_op_cd_record_triple`: 0xCD record-triple handler; consumes record/first/second words, optional A1 inverted compare || MERGED 2026-07-25 (#185): one handler under several names."
GS:0x0AA6,vm_compare_state_var,game-state variables compared by opcodes 0xCA (word gs:[0xaa6]) / 0xCB (byte gs:[0xaaa]); the 0xf1 tag in the script marks a variable reference
0x006D18,vm_op_c5_record_match,"VM opcode 0xC5 FULL: les di,gs:0x6724; lodsw bp=record ptr, lodsw operand; gated on gs:[0x67ad]&1: cmp operand vs es:[bp+2] (record id/value field) AND cmp es:[bp] vs 0xC5 (record TYPE tag = the opcode value). So state-table records are TYPED - field +0 = the opcode/type that created them, +2 = id/value. Each C-range opcode (C5/C6/C7/C8) matches records of ITS OWN type (compares +0 to its own opcode). Record-match/conditional op || ALSO RECORDED as `vm_op_c5_state_record`: VM opcode 0xC5: object/line-record state op (les di,gs:0x6724 + 0xA1-skip prologue + lodsw operand). Part of the C-range state-table family; exact field operation NOT yet fully decoded (only the shared prologue confirmed) || ALSO RECORDED as `vm_op_c5_record_entry`: 0xC5 record-entry handler; writes es:[record]={0xc5,related,0} when related type is 0x0200 || MERGED 2026-07-25 (#185): one handler under several names."
DS:0x6724+0,vm_state_record_layout,"object/line-record (gs:0x6724 table) field layout from the C-range decode: +0x00 = TYPE tag (the VM opcode that created the record, e.g. 0xC5/0xC6), +0x02 = id/value (matched against the opcode operand). Records are typed by their creating opcode; C-range opcodes match/operate on records of their own type"
0x0064AC,vm_op_d1_cond_branch,"VM opcode 0xD1: if gs:[0x274f]&1 is CLEAR, call vm_branch 0x6462. Conditional branch on game-flag [0x274f] bit0. Completes the conditional-branch opcode family: 0xCE([0x2793])/0xD0([0x252a])/0xD1([0x274f]) - each branches on a distinct game-state flag bit"
0x006034,vm_record_lookup_by_threshold,"record-lookup helper (called by opcode 0xC2): lds si,gs:[0x672c] (20-byte-record list); scan while ax > [si+0x10], si+=0x14; finds the record whose +0x10 threshold field >= ax. A keyed lookup into the gs:0x672c table"
GS:0x672C,vm_lookup_table_20b,"table of 20-byte (0x14) records at gs:0x672c, keyed/searched by field +0x10 (vm_record_lookup_by_threshold 0x6034). A VM lookup/range table"
0x006D80,vm_op_c6_record_match,"VM opcode 0xC6 FULL (confirmed same structure as C5): les di,gs:0x6724; lodsw bp record, lodsw operand; gated on [0x67ad]; cmp operand vs es:[bp+2] (id) AND cmp es:[bp] vs 0xC6 (self type-tag). Matches state-table records of type 0xC6. VERIFIES the C-range typed-record pattern (C5->0xc5, C6->0xc6, C8->0xc8) || ALSO RECORDED as `vm_op_c6_state_record`: VM opcode 0xC6: object/line-record state op (same state-table + 0xA1-skip prologue as C5). C-range family member; exact operation not yet fully decoded || ALSO RECORDED as `vm_op_c6_record_entry`: 0xC6 record-entry handler; writes es:[record]={0xc6,operand,0} || MERGED 2026-07-25 (#185): one handler under several names."
0x006F62,vm_op_c8_record_match,"VM opcode 0xC8 FULL: identical structure, matches records tagged 0xC8 (cmp es:[bp] vs 0xc8). Confirms each C-range opcode matches records of its own type - the typed-record model is verified across C5/C6/C8, not hypothesized || ALSO RECORDED as `vm_op_c8_state_record`: VM opcode 0xC8: object/line-record state op (state-table + 0xA1-skip prologue). C-range family member; exact operation not yet fully decoded || ALSO RECORDED as `vm_op_c8_record_entry`: 0xC8 record-entry handler; consumes operand but writes es:[record]={0xc8,0,0} when record is empty || MERGED 2026-07-25 (#185): one handler under several names."
0x006B06,vm_op_b8_record_readwrite,"VM opcode 0xB8 (shared B8/B9/BD): les di,gs:0x6724; di+=operand record offset; lodsw bx, lodsw ax (two values). If gs:[0x67ad]&1 (QUERY mode): cmp bx vs es:[di] AND ax vs es:[di+2]; both match -> continue, else vm_branch. If NOT query (SET mode): es:[di]=bx, es:[di+2]=ax (WRITE both). A dual-mode record read/write of a 2-word record field pair || ALSO RECORDED as `vm_op_b8_record_compare`: VM opcode 0xB8: les di,gs:[0x6724]; di += operand (record offset); lodsw compare-value bx; lodsw; if gs:[0x67ad]&1, cmp bx vs es:[di] (record field) - conditional on a state-table record field. Record-field compare/branch || ALSO RECORDED as `vm_pair_record_6b06`: B8/B9/BD pair-record assignment/compare handler || MERGED 2026-07-25 (#185): one handler under several names."
0x006DCF,vm_op_c7_record_match,"VM opcode 0xC7: matches state-table records tagged 0xC7 (cmp es:[bp] vs 0xc7). Confirms the typed-record pattern across C5/C6/C7/C8 - all four verified || ALSO RECORDED as `vm_op_c7_state_record`: VM opcode 0xC7: object/line-record state op (state-table + 0xA1-skip prologue). C-range family; exact field op partial || ALSO RECORDED as `vm_op_c7_record_entry`: 0xC7 record-entry handler; writes es:[record]={0xc7,related,0} when related record is active || MERGED 2026-07-25 (#185): one handler under several names."
GS:0x67AD,vm_query_mode_flag,"KEY: the VM QUERY-vs-SET mode flag. Set by 0xA0 PUSH, cleared by 0xA1 POP. When SET, record opcodes (B8/C5-C8/0x6946/etc.) COMPARE their fields and branch (query/if); when CLEAR they WRITE (set). So 'A0 <record-queries> A1' is a conditional block; record ops outside it perform sets. Unifies the whole VM opcode model"
0x006946,vm_op_shared_record_wildcard,"VM shared handler for 0xAD/0xAF/0xB2/0xB3/0xBA/0xBB/0xBC (7 opcodes, same op): dual-mode record op on gs:0x6724[bx+di], gated on the query flag gs:[0x67ad]. QUERY mode: lodsw bx offset + lodsw value; WILDCARD - if value==gs:[0x674e] substitute 0xffff (match-any); cmp vs es:[bx+di], branch via 0x6462 on mismatch. SET mode: write path (0x6985). These 7 opcode values all execute this same generic record compare/write with wildcard - likely script-readability verbs mapping to one op || ALSO RECORDED as `vm_op_shared_state_gated`: VM opcode SHARED handler for 0xAD/0xAF/0xB2/0xB3/0xBA/0xBB/0xBC (7 opcodes -> same handler = same operation): les di,gs:[0x6724] state table; gated on gs:[0x67ad]&1; 0xA1-skip; lodsw bx record offset/value. A state-table record op these opcodes all perform identically (aliased/grouped opcodes). Exact field op partially decoded (prologue + record access confirmed) || MERGED 2026-07-25 (#185): one handler under several names."
GS:0x674E,vm_wildcard_ref_value,"the VM wildcard sentinel: in the shared record handler 0x6946, a compare value equal to gs:[0x674e] is replaced by 0xffff (match-any/current). Enables 'any' matches in record queries"
0x006893,vm_state_operator_set,"COMPLETE operator byte set for the 0x6863 compound state opcodes (operator in ah, cx=state[bx+di], dx=operand). QUERY mode (gs:[0x67ad] set, compare -> branch on fail via 0x6462): 0xF0 != (setne), 0xF1 < (setl), 0xF2 > (setg), 0xF3 <= (setle), 0xF4 >= (setge), 0xF5 == (sete). SET mode (assign, write es:[bx+di]=cx at 0x68fd): 0xF5 SET (cx=dx), 0xF6 ADD (cx+=dx), 0xF7 SUB (cx-=dx). Resolves the dead_ends open sub-task: the 'plain set' operator = 0xF5 in set mode. So state ops = state[op1] OP op2 with OP in {ne,lt,gt,le,ge,eq}(query) / {set,add,sub}(assign)"
0x00AD96,gfx_scanline_advance,"rendering row helper (22 call sites - most-used unlabeled utility): dec row counter [bp-6]; if 0 return via 0xada9; else di=[bp-8]+0x140 (advance one scanline = 320 bytes in the linear back-buffer), store [bp-8]=di, cx=[bp-0xa]. The per-row advance used across the render/blit loops"
0x00933A,back_buffer_copy_from,"blit helper (10 calls): les di,gs:[0x5229] (linear back-buffer dest); lds si,gs:[0xabc] (source surface); copies from the gs:0xabc source into the back buffer. A surface->backbuffer copy"
0x007E1C,presentation_line_helper,presentation/dialogue helper (8 calls): gated on [0x2793]&8 (presentation-busy) and [bp]&4; processes a presentation line record. Part of the dialogue/subtitle presentation path
0x009F80,lookup_table_1fb5,"4-byte-record table accessor (5 calls): bx=0x1fb5 + ax*4 (add bx,ax x4); return word [bx]. Indexes a table of 4-byte records at DS:0x1fb5 by AX, returning the first word. A data-structure lookup helper"
0x00959D,screen_flags_init,state-init helper (4 calls): [0x27d9]=0; [0x5b53]=1; [0x5b55]=1. Sets screen/presentation-ready flags - part of a mode/screen setup sequence
0x008C96,vm_segment_call_wrapper,"wrapper (4 calls): saves regs, lcall 0x4da:0x1c53 (into the VM code segment), post-processes with gs. A thunk into a VM-segment routine"
DS:0x1FB5,table_1fb5_4byte_records,"table of 4-byte records at DS:0x1fb5, indexed by AX; accessed via lookup_table_1fb5 0x9f80"
0x000986,bcd_to_binary,packed-BCD-to-binary byte helper (4 calls): bl=al&0xf (low nibble); al=(al>>4)*10 + bl. Converts a packed BCD byte (e.g. a CMOS RTC date/time field) to binary 0..99
0x00954A,page_flip,page-flip / display-swap (4 calls): [0x5b55]=1; save [0x5221]; copy the linear back-buffer far ptr [0x5229] into the display far ptr [0x5221]; lcall 0x299:0xdeb (present) + call 0x98b9. Swaps the composed back buffer to the visible page
0x0017AF,page_offset_helper,screen page-offset helper (3 calls): ax=[0x5219]; if negative ax=0 else ax += 0x4000. Adds the VGA page offset (0x4000) to the screen-buffer offset when valid
0x000E62,layout_offset_calc,offset/layout computation (3 calls): ax = ax*4 + 4; bx = bx*5 (bx<<2 + bx). A record-stride/screen-index calculation helper
0x00178B,render_present_if_dirty,"conditional screen present (3 calls): if [0x5b55]&1 (dirty), lcall 0:0x5d7 + si=0x5251 + lcall 0x299:0 (present/blit), then clear [0x5b55]=0 and [0xa40]=0. Flushes the composed frame to the display only when dirty"
0x00A141,close_file_d5b,"file-close helper (3 calls): bx=[0xd5b]; if bx!=0 and bx!=[0xa86], clear [0xd5b]=0 and DOS-close (ah=0x3e, int21h) the handle. Closes the file handle held at [0xd5b] if open and not the reserved one"
0x002693,path_builder_gs_relative,"gs-relative filename->path builder (5 calls): given DX=filename offset in the gs string segment, assemble the full path into DS:0x259 (prepend dir, append .ext). Used by resource_file_load 0x2abb - the reason filename-offset searches fail (names are gs-relative + path-assembled)"
0x003321,gfx_clipped_draw,"clipped graphics draw (3 calls): call 0xbc2; les di,[0x5221] (display buffer); clip bx(x) vs [0x5235]/[0x5237], cx(y) vs [0x5239]; draws with left/top clamp (neg ax; sub dx,ax). A clipped blit/span primitive into the visible page"
0x00981B,bridge_panorama_frame_load,"TB.BIG frame loader (3 callers: 0x8ee4 console one-shot, 0x9599 page_flip rotate path, 0x95cf station-entry opaque redraw). AX=frame index -> seek [0xac4] (tb.big handle) to idx*8, read {offset:u32,size:u32} dir entry -> [0xad2]/[0xad6], seek+read chunk into buffer [0x5221]. Resets 4x0x18-stride station table gs:0x2a1b bboxes to -1, copies chunk's 8-byte bbox into entry picked by chunk word@+8, then lcall 0x1ce:0xa70 (unpack, ds:si=data+10). If gs:[0x5b53]&1 also refreshes palette 0x5b58->0x5251. Ported: src/tbbig.rs"
GS:0x0AC4,tbbig_file_handle,"DOS file handle of TB.BIG, opened ONCE at boot by 0xF68 (dx=0xD3 = 'tb.big' string, int21 ax=3D00, handle stored at 0xF79); used by bridge_panorama_frame_load 0x981b for every bridge-frame seek/read"
0x000D61,print_string_dos,DOS string print (2 calls): ah=2; loop lodsb al; while al!=0 int21h (char output). Prints the null-terminated string at DS:SI via DOS teletype - a debug/console text helper
0x00A757,list_d8c_init,init of the gs:0xd8c list subsystem (3 calls): [0xd8e]=[0xa7e]; [0xd92]=[0xa7e] (reset head/tail pointers to the base [0xa7e]); zero followups. Resets the 0xd8c buffer/list
0x00A622,list_d8c_read,"read from the gs:0xd8c list (3 calls): cx=2; call 0xa664; les si,gs:[0xd8c]; consumes entries from the list. Role: list read/dequeue; exact record op partial"
0x00A41A,list_d8c_clear,"clear the gs:0xd8c list state (3 calls): xchg gs:[0xd96],bp(=0); clear gs:[0xdaa]. Resets the list's active/pending pointers"
0x00A2AB,list_d8c_iterate,iterate the gs:0xd8c list (3 calls): cx=[0xda0] count; jcxz skip; scans entries gated on [0xd76]. Role: per-entry iteration over the list (count [0xda0]); exact per-entry op partial
GS:0x0D8C,list_d8c_subsystem,"a runtime list/buffer subsystem (pointers gs:0xd8c head, 0xd8e/0xd92 base=[0xa7e], 0xd96 active, 0xda0 count, 0xdaa pending, 0xd76 flag). Managed by init 0xa757 / read 0xa622 / clear 0xa41a / iterate 0xa2ab. Lives in EMS-banked memory (accessed via ems_paged_read 0xa664, [0xd84] page:offset, 16KB pages) - a large banked data list/queue"
0x00A664,ems_paged_read,"EMS/banked-memory paged read (gated on [0xdbc]&1, handle [0xa58]!=-1): [0xd84]=32-bit linear addr; si=addr&0x3fff (offset in 16KB page), page=addr>>14 (bx). Accesses banked memory via 16KB-page addressing - the EMS/XMS large-memory model (int 67h) the game uses. Backs the gs:0xd8c list read"
GS:0x0D84,ems_paged_addr,"32-bit linear address into EMS-banked memory, split by ems_paged_read 0x0a664 into page (>>14) + offset (&0x3fff = within a 16KB EMS page). The gs:0xd8c list lives in banked memory"
0x0032AC,gfx_clipped_primitive_a,"clipped graphics draw primitive (3 calls): dx-param (or dx,dx; sign check), bp=ax coordinate; same clipped-draw family as gfx_clipped_draw 0x3321. A shape/span draw into the display page with clipping"
0x003AB3,gfx_clipped_primitive_c,"clipped graphics draw primitive (2 calls): same clipped-draw family (dx-param, bp=ax). Shape/span draw variant. The 0x3321/0x32ac/0x39bb/0x3ab3 cluster are the game's 2D drawing primitives"
0x0022D0,set_flag_b15,tiny setter (2 calls): [0xb15]=dl; ret. Sets the [0xb15] state byte
0x0027C3,set_ds_gs_check_ae0,gs-setup helper (2 calls): ds=gs; test [0xae0]&1 -> branch. Establishes DS=the gs data segment then checks the [0xae0] mode flag
0x0056A6,vm_script_block_scan,VM nested script-block scanner (2 calls): di=0x6eb0 (opcode handler table); lodsb opcode; scan to 0xff terminator - executes/skips a nested script block using the same dispatch as vm_exec_loop_dispatch. A block/subroutine executor
0x00739B,vm_cod_scan,"COD script scanner (2 calls): lds si,gs:[0x671c] (COD script far ptr); lodsb; scan to 0xff. Walks/finds a marker in the loaded script - a script traversal helper"
0x007CB4,record_access_7bb8,32-byte-record accessor (2 calls): si=0x7bb8 + [0x27e3]*32 (al=[0x27e3]; cbw; shl 5). Indexes a 32-byte-record table at 0x7bb8 by the [0x27e3] index
0x009364,gfx_draw_centered,"centered graphics draw (2 calls): les di,[0x5221] (display); dx=0xA0(160), bp=0x6e(110) center coords; lodsw source. Draws content centered on screen (160,110)"
0x00A73E,list_d8c_bounds_init,"init the gs:0xd8c list bounds (2 calls): [0xd60]=0, [0xd62]=0, [0xd64]=0xffff, [0xd66]=0xffff. Resets the list's min/max bound pointers (part of the EMS-banked list subsystem)"
0x00577A,value_scan_match,"value-match scan (2 calls): bx=ax; loop lodsw; cmp ax,bx until match. Linear search for a 16-bit value in a word stream"
0x009240,entity_draw_full,"entity render (FULL): les di,[0x6212+4] (entity data far ptr); scale bh=(3*[0x2789])/2+1; x=es:[di]*bh>>4 (cx), y=es:[di+2]*bh>>4 (dx); lcall 0x299:0x133d (draw at cx,dx). So the entity's DATA (the .ext-provided object data at record +0x04) is a COORDINATE record: +0x00 = x, +0x02 = y, scaled by the [0x2789] zoom factor. Connects the .ext object data -> entity_object_table -> scaled screen draw. The object-position render path || ALSO RECORDED as `entity_draw`: entity render/process (2 calls): si=0x6212 (entity_object_table); les di,[si+4] (the entity's data far pointer at record +0x04/+0x06); bh=[0x2789]; al=3 (draw mode). Reads a loaded entity's data pointer + renders it - the object-consumer/draw that walks entity_object_table (the per-object draw sought earlier). Connects the object-instance system to the render path || MERGED 2026-07-25 (#186): one address, several names, folded by union."
GS:0x2789,entity_draw_scale,entity draw zoom/scale factor: entity_draw computes bh=(3*[0x2789])/2+1 and scales the object's x/y (from its data record) by bh>>4. A per-view object scale (distance/zoom)
0x009F8E,resource_switch,resource switch/reload (2 calls): [0xd80]=ax (new id); call close_file_d5b 0xa141 (close current); push cs; call list_d8c_init 0xa757 (reinit the banked list). Switches the active banked resource - close old file + reset the list
0x00A552,ems_subsystem_reset,reset the EMS-banked resource subsystem (2 calls): gs:[0xaa0]=0; gs:[0xdba]=0; [0xd9c]=0xffff. Clears the banked-list active/state pointers to their empty values
0x00A20C,ems_list_query,"query the banked list (2 calls): cmp [0xd96],0 (active ptr); cx=[0xd9a] (count); stc. Reads the list's active/count state for iteration/bounds"
0x00A0C3,resource_palette_blocks_apply,"NAME CORRECTION (was draw_cleanup_set_dirty, which described only the first FIVE instructions and called the whole thing a draw epilogue). THE RESOURCE PALETTE-BLOCK APPLIER: one routine 0xA0C3..0xA116, ret at 0xA116. Prologue: push ax/bx/cx/dx; push ds/push es/pop ds/pop es @0xA0C7 SWAPS ds and es so lodsw reads the caller's stream and rep movsb writes the data segment; dx=si saves the stream start; gs:[0x5b55]=1 marks the screen dirty. LOOP 0xA0D3..0xA0EC: lodsw -> al=start, ah=count; terminator is cmp ax,-1 @0xA0D4, a WORD compare (both bytes 0xFF); di=0x5251+start*3 (bl=3, mul bl); cx=count*3 (mov al,bl / mul bh @0xA0E6); rep movsb copies RAW 6-bit DAC triples into live_palette DS:0x5251. count==0 gives cx=0 and copies ZERO entries, NOT 256. No clamp: start+count>256 would run past the 768-byte buffer. CALLERS 0xA062 (resource_switch) and 0xA780 (list_d8c_init) -- a RESOURCE path, not a draw path, which is what makes the old name wrong. Tail 0xA0EE..0xA115 calls flag_gated_2751 and adjusts gs:0xDAF by the bytes consumed -- NOT read line by line. PORT: src/hnm.rs parse_palette_block"
0x00A3D0,queue_d8c_consume,"consume a variable-length entry from the gs:0xd8c queue (2 calls): les si,[0xd90] (tail); lodsw ax = entry size; [0xd9a] -= ax (dec remaining count); si += ax (advance past the entry). Dequeues one variable-length record"
0x00A3AD,queue_d8c_empty_check,"queue empty/full check (2 calls): ax=[0xd8c] head, bx=[0xd90] tail; cmp -> the gs:0xd8c queue is a ring buffer, head vs tail determines empty. Confirms 0xd8c = a variable-length RING-BUFFER QUEUE (head 0xd8c, tail 0xd90, count 0xd9a, wrap [0x5233])"
0x00A38E,queue_d8c_wrap,ring-buffer pointer wrap (2 calls): si += ax; if si > [0x5233] (buffer end) wrap. Handles the gs:0xd8c queue's circular wraparound
0x00A240,mode_check_27e0,dual mode-flag check (2 calls): test [0x27e0]&1 AND [0x27e1]&1 -> proceed only if both set. A subsystem-ready gate
0x00A7E6,mem_copy_words,word-block copy (2 calls): rep-style movsw es:[di]<-[si]. Copies N words between buffers
0x00A734,queue_d8c_enqueue,"enqueue into the gs:0xd8c ring buffer (2 calls): [0xd8c] += ax (advance head), [0xd9a] += ax (add to count); clc. Adds an ax-byte entry to the queue head - the enqueue counterpart to queue_d8c_consume 0xa3d0"
0x00A4ED,linear_offset_calc,"linear screen offset calc (2 calls): bx*256 (xchg al,ah) + bx*64 (shl bx,6) = bx*320; = the y*320 row-offset into the linear buffer. A coordinate->offset helper"
0x00B8CD,snd_play_clip,"SND clip player (2 calls): test gs:[0xade]&1 (sound enabled); ds=gs; plays a sound clip (AX=clip index). Matches the prior-session finding (dead_ends): the SND player at 0xb8cd, clip*4 table @DS:0x0BBF, final AX via the lcall [0xcdf] driver callback. The audio playback entry"
0x00BB9D,snd_driver_call,"SND driver callback invoke (2 calls): ds=gs; lcall [0xcdf] (the registered SND-driver far fn-ptr, per dead_ends sess 001-002 - statically unresolvable). Dispatches to the loaded .drv sound driver"
0x00A1B4,ems_resource_flush,EMS-banked resource flush/reload (2 calls): gated on [0xdbc]&1 and file handle [0xd5b]!=0; flushes/reloads the banked resource data. Part of the gs:0xd8c banked-resource management
0x00AABC,rle_decode_step,"RLE decode step (2 calls): ah=0; al=[bx] control byte; if negative (js) it's a run (al+=al, cl=[bx+1] run length). A run-length decompression primitive (same negative-control convention as the sprite blit)"
0x00BD09,timer_tick_b9f,timer/counter tick (2 calls): bl=gs:[0xb9f]; dec; if it underflows call 0xbd26 (reload/fire) else store back. A countdown timer (sound-tempo/frame pacing) that fires 0xbd26 on expiry
GS:0x0B9F,timer_counter,"countdown timer counter (gs:0xb9f); decremented by timer_tick_b9f 0xbd09, fires 0xbd26 + reloads on expiry. A tempo/frame-pacing counter"
0x0007EA,program_pit,"PIT RESTORE, not a speed-up (audit-fixes #349 corrects two errors in the previous label). cli; mov al,0x36 / out 0x43,al (channel 0, mode 3 square wave); mov al,0xff then out 0x40,al TWICE -- the raw bytes are `e6 40 e6 40` at 0x07F4/0x07F6, so the port is 0x40 (PIT CHANNEL 0, the system timer), NOT 0x42 (the PC speaker) as this label used to say. Writing 0xFF as both divisor halves gives 0xFFFF, the SLOWEST divisor = the DEFAULT ~18.2Hz -- so this RESTORES the stock tick rate rather than making it faster. Then gs:[0xB21]=0 clears the timer-active flag, sti, and the original INT 08h vector is restored from gs:[0xB1D]/[0xB1F]. The teardown counterpart of 0x079C. src/recomp/io_lift.rs func_7ea had both details right."
0x00099F,get_ems_int_vector,startup: int21h ax=0x3567 (get interrupt vector 0x67 = the EMS driver entry); di=0xa. EMS (int 67h) detection/setup - the large-memory banking the gs:0xd8c/ems_paged_read subsystem uses
0x000726,read_cmdline_args,"startup: bp=0x23a (PSP/args area); cmp [bp],0; parse command-line arguments (the game needs 'AMR S162227 EMS WRIC:...' launch args, see memory). Reads the invocation config"
0x000B32,detect_cdrom,startup: ax=0x1500; int 2Fh (MSCDEX/CD-ROM installation check); bx=drive count. Detects the CD-ROM (the game ships on CD)
0x000BFF,install_ctrl_break_handler,startup: ds=cs; int21h ax=0x2523 (set interrupt vector 0x23 = Ctrl-Break handler) to 0x619. Traps Ctrl-Break so the game cleans up on exit
