scenario	script	object	list_index	node_offset	selector_offset	selector	menu_row	choice_offset	choice	dialogue_events
script2:Bug_Deluxe:2a45:0	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	0	0x3bc6	department	1
script2:Bug_Deluxe:2a45:1	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	1	0x50f5	joint	1
script2:Bug_Deluxe:2a45:2	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	2	0x50fb	steak	1
script2:Bug_Deluxe:2a45:3	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	3	0x5101	horn	1
script2:Bug_Deluxe:2a45:4	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	4	0x5106	fur	1
script2:Bug_Deluxe:2a45:5	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	5	0x510a	sausages	1
script2:Bug_Deluxe:2a45:6	SCRIPT2	Bug_Deluxe	4	0x2a45	0x0d17	murffalo	6	0x5113	intestines	1
script2:Bug_Deluxe:2a6d:0	SCRIPT2	Bug_Deluxe	4	0x2a6d	0x50f5	joint	0	0x2498	buy	2
script2:Bug_Deluxe:2a6d:1	SCRIPT2	Bug_Deluxe	4	0x2a6d	0x50f5	joint	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2ac4:0	SCRIPT2	Bug_Deluxe	4	0x2ac4	0x50fb	steak	0	0x2498	buy	2
script2:Bug_Deluxe:2ac4:1	SCRIPT2	Bug_Deluxe	4	0x2ac4	0x50fb	steak	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2b1b:0	SCRIPT2	Bug_Deluxe	4	0x2b1b	0x5101	horn	0	0x2498	buy	2
script2:Bug_Deluxe:2b1b:1	SCRIPT2	Bug_Deluxe	4	0x2b1b	0x5101	horn	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2b76:0	SCRIPT2	Bug_Deluxe	4	0x2b76	0x5106	fur	0	0x2498	buy	2
script2:Bug_Deluxe:2b76:1	SCRIPT2	Bug_Deluxe	4	0x2b76	0x5106	fur	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2bd5:0	SCRIPT2	Bug_Deluxe	4	0x2bd5	0x510a	sausages	0	0x2498	buy	2
script2:Bug_Deluxe:2bd5:1	SCRIPT2	Bug_Deluxe	4	0x2bd5	0x510a	sausages	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2c2e:0	SCRIPT2	Bug_Deluxe	4	0x2c2e	0x5113	intestines	0	0x2498	buy	2
script2:Bug_Deluxe:2c2e:1	SCRIPT2	Bug_Deluxe	4	0x2c2e	0x5113	intestines	1	0x0d17	murffalo	2
script2:Bug_Deluxe:2c8b:0	SCRIPT2	Bug_Deluxe	4	0x2c8b	0x4dd0	sport	0	0x3bc6	department	1
script2:Bug_Deluxe:2c8b:1	SCRIPT2	Bug_Deluxe	4	0x2c8b	0x4dd0	sport	1	0x4333	ball	1
script2:Bug_Deluxe:2c8b:2	SCRIPT2	Bug_Deluxe	4	0x2c8b	0x4dd0	sport	2	0x51a5	boxing_gloves	1
script2:Bug_Deluxe:2c8b:3	SCRIPT2	Bug_Deluxe	4	0x2c8b	0x4dd0	sport	3	0x51b3	shells	1
script2:Bug_Deluxe:2cad:0	SCRIPT2	Bug_Deluxe	4	0x2cad	0x4333	ball	0	0x2498	buy	2
script2:Bug_Deluxe:2cad:1	SCRIPT2	Bug_Deluxe	4	0x2cad	0x4333	ball	1	0x4dd0	sport	2
script2:Bug_Deluxe:2d0e:0	SCRIPT2	Bug_Deluxe	4	0x2d0e	0x51a5	boxing_gloves	0	0x2498	buy	2
script2:Bug_Deluxe:2d0e:1	SCRIPT2	Bug_Deluxe	4	0x2d0e	0x51a5	boxing_gloves	1	0x4dd0	sport	2
script2:Bug_Deluxe:2d73:0	SCRIPT2	Bug_Deluxe	4	0x2d73	0x51b3	shells	0	0x2498	buy	2
script2:Bug_Deluxe:2d73:1	SCRIPT2	Bug_Deluxe	4	0x2d73	0x51b3	shells	1	0x4dd0	sport	2
script2:Bug_Deluxe:2de8:0	SCRIPT2	Bug_Deluxe	4	0x2de8	0x4dd6	handywork	0	0x3bc6	department	1
script2:Bug_Deluxe:2de8:1	SCRIPT2	Bug_Deluxe	4	0x2de8	0x4dd6	handywork	1	0x5239	tools	1
script2:Bug_Deluxe:2de8:2	SCRIPT2	Bug_Deluxe	4	0x2de8	0x4dd6	handywork	2	0x523f	robotics	1
script2:Bug_Deluxe:2e06:0	SCRIPT2	Bug_Deluxe	4	0x2e06	0x5239	tools	0	0x3bc6	department	1
script2:Bug_Deluxe:2e06:1	SCRIPT2	Bug_Deluxe	4	0x2e06	0x5239	tools	1	0x4317	screwdriver	1
script2:Bug_Deluxe:2e06:2	SCRIPT2	Bug_Deluxe	4	0x2e06	0x5239	tools	2	0x5252	saws	1
script2:Bug_Deluxe:2e06:3	SCRIPT2	Bug_Deluxe	4	0x2e06	0x5239	tools	3	0x5257	drills	1
script2:Bug_Deluxe:2e26:0	SCRIPT2	Bug_Deluxe	4	0x2e26	0x4317	screwdriver	0	0x2498	buy	2
script2:Bug_Deluxe:2e26:1	SCRIPT2	Bug_Deluxe	4	0x2e26	0x4317	screwdriver	1	0x4dd6	handywork	2
script2:Bug_Deluxe:2e85:0	SCRIPT2	Bug_Deluxe	4	0x2e85	0x5252	saws	0	0x2498	buy	2
script2:Bug_Deluxe:2e85:1	SCRIPT2	Bug_Deluxe	4	0x2e85	0x5252	saws	1	0x4dd6	handywork	2
script2:Bug_Deluxe:2ee0:0	SCRIPT2	Bug_Deluxe	4	0x2ee0	0x5257	drills	0	0x2498	buy	2
script2:Bug_Deluxe:2ee0:1	SCRIPT2	Bug_Deluxe	4	0x2ee0	0x5257	drills	1	0x4dd6	handywork	2
script2:Bug_Deluxe:2f33:0	SCRIPT2	Bug_Deluxe	4	0x2f33	0x523f	robotics	0	0x3bc6	department	1
script2:Bug_Deluxe:2f33:1	SCRIPT2	Bug_Deluxe	4	0x2f33	0x523f	robotics	1	0x108a	batteries	1
script2:Bug_Deluxe:2f4f:0	SCRIPT2	Bug_Deluxe	4	0x2f4f	0x108a	batteries	0	0x3bc6	department	2
script2:Bug_Deluxe:2f4f:1	SCRIPT2	Bug_Deluxe	4	0x2f4f	0x108a	batteries	1	0x4dd6	handywork	2
script2:Bug_Deluxe:2f4f:2	SCRIPT2	Bug_Deluxe	4	0x2f4f	0x108a	batteries	2	0x2498	buy	2
script2:Bug_Deluxe:2fb2:0	SCRIPT2	Bug_Deluxe	4	0x2fb2	0x4de0	pharmaceutical	0	0x3bc6	department	1
script2:Bug_Deluxe:2fb2:1	SCRIPT2	Bug_Deluxe	4	0x2fb2	0x4de0	pharmaceutical	1	0x52e7	aspirox	1
script2:Bug_Deluxe:2fb2:2	SCRIPT2	Bug_Deluxe	4	0x2fb2	0x4de0	pharmaceutical	2	0x52ef	snormor	1
script2:Bug_Deluxe:2fb2:3	SCRIPT2	Bug_Deluxe	4	0x2fb2	0x4de0	pharmaceutical	3	0x52f7	fang_brush	1
script2:Bug_Deluxe:2fd2:0	SCRIPT2	Bug_Deluxe	4	0x2fd2	0x52e7	aspirox	0	0x2498	buy	2
script2:Bug_Deluxe:2fd2:1	SCRIPT2	Bug_Deluxe	4	0x2fd2	0x52e7	aspirox	1	0x4de0	pharmaceutical	2
script2:Bug_Deluxe:3043:0	SCRIPT2	Bug_Deluxe	4	0x3043	0x52ef	snormor	0	0x2498	buy	2
script2:Bug_Deluxe:3043:1	SCRIPT2	Bug_Deluxe	4	0x3043	0x52ef	snormor	1	0x4de0	pharmaceutical	2
script2:Bug_Deluxe:30a8:0	SCRIPT2	Bug_Deluxe	4	0x30a8	0x52f7	fang_brush	0	0x2498	buy	2
script2:Bug_Deluxe:30a8:1	SCRIPT2	Bug_Deluxe	4	0x30a8	0x52f7	fang_brush	1	0x4de0	pharmaceutical	2
script2:Bug_Deluxe:311b:0	SCRIPT2	Bug_Deluxe	4	0x311b	0x4def	leisure	0	0x3bc6	department	1
script2:Bug_Deluxe:311b:1	SCRIPT2	Bug_Deluxe	4	0x311b	0x4def	leisure	1	0x53a7	video_games	1
script2:Bug_Deluxe:3137:0	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	0	0x3bc6	department	1
script2:Bug_Deluxe:3137:1	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	1	0x53bb	Dead_Killer	1
script2:Bug_Deluxe:3137:2	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	2	0x53c7	Fatal_Butcher	1
script2:Bug_Deluxe:3137:3	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	3	0x53d5	Harakira	1
script2:Bug_Deluxe:3137:4	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	4	0x53de	Commander_Blood	1
script2:Bug_Deluxe:3137:5	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	5	0x53ee	Streetofkarnage	1
script2:Bug_Deluxe:3137:6	SCRIPT2	Bug_Deluxe	4	0x3137	0x53a7	video_games	6	0x53fe	Eat_my_liver	1
script2:Bug_Deluxe:315d:0	SCRIPT2	Bug_Deluxe	4	0x315d	0x53bb	Dead_Killer	0	0x2498	buy	2
script2:Bug_Deluxe:315d:1	SCRIPT2	Bug_Deluxe	4	0x315d	0x53bb	Dead_Killer	1	0x53a7	video_games	2
script2:Bug_Deluxe:31b1:0	SCRIPT2	Bug_Deluxe	4	0x31b1	0x53c7	Fatal_Butcher	0	0x2498	buy	2
script2:Bug_Deluxe:31b1:1	SCRIPT2	Bug_Deluxe	4	0x31b1	0x53c7	Fatal_Butcher	1	0x53a7	video_games	2
script2:Bug_Deluxe:31f7:0	SCRIPT2	Bug_Deluxe	4	0x31f7	0x53d5	Harakira	0	0x2498	buy	2
script2:Bug_Deluxe:31f7:1	SCRIPT2	Bug_Deluxe	4	0x31f7	0x53d5	Harakira	1	0x53a7	video_games	2
script2:Bug_Deluxe:324b:0	SCRIPT2	Bug_Deluxe	4	0x324b	0x53de	Commander_Blood	0	0x2498	buy	1
script2:Bug_Deluxe:324b:1	SCRIPT2	Bug_Deluxe	4	0x324b	0x53de	Commander_Blood	1	0x53a7	video_games	1
script2:Bug_Deluxe:327d:0	SCRIPT2	Bug_Deluxe	4	0x327d	0x53ee	Streetofkarnage	0	0x2498	buy	2
script2:Bug_Deluxe:327d:1	SCRIPT2	Bug_Deluxe	4	0x327d	0x53ee	Streetofkarnage	1	0x53a7	video_games	2
script2:Bug_Deluxe:32d5:0	SCRIPT2	Bug_Deluxe	4	0x32d5	0x53fe	Eat_my_liver	0	0x2498	buy	2
script2:Bug_Deluxe:32d5:1	SCRIPT2	Bug_Deluxe	4	0x32d5	0x53fe	Eat_my_liver	1	0x53a7	video_games	2
script2:Bug_Deluxe:3339:0	SCRIPT2	Bug_Deluxe	4	0x3339	0x4df7	hifi	0	0x3bc6	department	1
script2:Bug_Deluxe:3339:1	SCRIPT2	Bug_Deluxe	4	0x3339	0x4df7	hifi	1	0x5534	multimedia	1
script2:Bug_Deluxe:3339:2	SCRIPT2	Bug_Deluxe	4	0x3339	0x4df7	hifi	2	0x553f	audio_CD	1
script2:Bug_Deluxe:3357:0	SCRIPT2	Bug_Deluxe	4	0x3357	0x5534	multimedia	0	0x2498	buy	2
script2:Bug_Deluxe:3357:1	SCRIPT2	Bug_Deluxe	4	0x3357	0x5534	multimedia	1	0x4df7	hifi	2
script2:Bug_Deluxe:3399:0	SCRIPT2	Bug_Deluxe	4	0x3399	0x553f	audio_CD	0	0x2498	buy	2
script2:Bug_Deluxe:3399:1	SCRIPT2	Bug_Deluxe	4	0x3399	0x553f	audio_CD	1	0x4df7	hifi	2
script2:Yoko:33f1:0	SCRIPT2	Yoko	5	0x33f1	0x0006	hello	0	0x0b4e	bye_bye	5
script2:Yoko:33f1:1	SCRIPT2	Yoko	5	0x33f1	0x0006	hello	1	0x0001	talk	5
script2:Yoko:33f1:2	SCRIPT2	Yoko	5	0x33f1	0x0006	hello	2	0x557e	say_nothing	5
script2:Yoko:3485:0	SCRIPT2	Yoko	5	0x3485	0x0001	talk	0	0x0b4e	bye_bye	1
script2:Yoko:3485:1	SCRIPT2	Yoko	5	0x3485	0x0001	talk	1	0x55c9	race	1
script2:Yoko:3485:2	SCRIPT2	Yoko	5	0x3485	0x0001	talk	2	0x55ce	art	1
script2:Yoko:3485:3	SCRIPT2	Yoko	5	0x3485	0x0001	talk	3	0x55d2	politics	1
script2:Yoko:3485:4	SCRIPT2	Yoko	5	0x3485	0x0001	talk	4	0x4954	reproduction	1
script2:Yoko:3485:5	SCRIPT2	Yoko	5	0x3485	0x0001	talk	5	0x4aba	science	1
script2:Yoko:34af:0	SCRIPT2	Yoko	5	0x34af	0x55c9	race	0	0x0b4e	bye_bye	4
script2:Yoko:34af:1	SCRIPT2	Yoko	5	0x34af	0x55c9	race	1	0x0001	talk	4
script2:Yoko:34af:2	SCRIPT2	Yoko	5	0x34af	0x55c9	race	2	0x1843	Izwal	4
script2:Yoko:34af:3	SCRIPT2	Yoko	5	0x34af	0x55c9	race	3	0x0a4a	Slimers	4
script2:Yoko:34af:4	SCRIPT2	Yoko	5	0x34af	0x55c9	race	4	0x0f3e	Croolis	4
script2:Yoko:34af:5	SCRIPT2	Yoko	5	0x34af	0x55c9	race	5	0x4f5c	Tromp	4
script2:Yoko:34af:6	SCRIPT2	Yoko	5	0x34af	0x55c9	race	6	0x55db	Migrax	4
script2:Yoko:34af:7	SCRIPT2	Yoko	5	0x34af	0x55c9	race	7	0x55e2	ondoyant	4
script2:Yoko:34af:8	SCRIPT2	Yoko	5	0x34af	0x55c9	race	8	0x55eb	Tubular_brain	4
script2:Yoko:3539:0	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	0	0x0b4e	bye_bye	22
script2:Yoko:3539:1	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	1	0x0001	talk	22
script2:Yoko:3539:2	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	2	0x55c9	race	22
script2:Yoko:3539:3	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	3	0x5614	peace	22
script2:Yoko:3539:4	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	4	0x0a3f	Yoko	22
script2:Yoko:3539:5	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	5	0x11b3	Maxxon	22
script2:Yoko:3539:6	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	6	0x0a8f	planet	22
script2:Yoko:3539:7	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	7	0x55b8	listen	22
script2:Yoko:3539:8	SCRIPT2	Yoko	5	0x3539	0x1843	Izwal	8	0x0437	like	22
script2:Yoko:3779:0	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	0	0x0b4e	bye_bye	7
script2:Yoko:3779:1	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	1	0x0001	talk	7
script2:Yoko:3779:2	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	2	0x55c9	race	7
script2:Yoko:3779:3	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	3	0x110f	war	7
script2:Yoko:3779:4	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	4	0x5651	news	7
script2:Yoko:3779:5	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	5	0x080a	brain	7
script2:Yoko:3779:6	SCRIPT2	Yoko	5	0x3779	0x0f3e	Croolis	6	0x3f39	fear	7
script2:Yoko:3882:0	SCRIPT2	Yoko	5	0x3882	0x4f5c	Tromp	0	0x0b4e	bye_bye	3
script2:Yoko:3882:1	SCRIPT2	Yoko	5	0x3882	0x4f5c	Tromp	1	0x0001	talk	3
script2:Yoko:3882:2	SCRIPT2	Yoko	5	0x3882	0x4f5c	Tromp	2	0x55c9	race	3
script2:Yoko:3882:3	SCRIPT2	Yoko	5	0x3882	0x4f5c	Tromp	3	0x12b1	know	3
script2:Yoko:3882:4	SCRIPT2	Yoko	5	0x3882	0x4f5c	Tromp	4	0x081f	trunk	3
script2:Yoko:38e0:0	SCRIPT2	Yoko	5	0x38e0	0x55db	Migrax	0	0x0b4e	bye_bye	4
script2:Yoko:38e0:1	SCRIPT2	Yoko	5	0x38e0	0x55db	Migrax	1	0x0001	talk	4
script2:Yoko:38e0:2	SCRIPT2	Yoko	5	0x38e0	0x55db	Migrax	2	0x55c9	race	4
script2:Yoko:38e0:3	SCRIPT2	Yoko	5	0x38e0	0x55db	Migrax	3	0x080a	brain	4
script2:Yoko:38e0:4	SCRIPT2	Yoko	5	0x38e0	0x55db	Migrax	4	0x1831	money	4
script2:Yoko:3954:0	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	0	0x0b4e	bye_bye	6
script2:Yoko:3954:1	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	1	0x0001	talk	6
script2:Yoko:3954:2	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	2	0x55c9	race	6
script2:Yoko:3954:3	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	3	0x56b6	emotion	6
script2:Yoko:3954:4	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	4	0x5651	news	6
script2:Yoko:3954:5	SCRIPT2	Yoko	5	0x3954	0x55e2	ondoyant	5	0x0988	feeling	6
script2:Yoko:3a14:0	SCRIPT2	Yoko	5	0x3a14	0x55eb	Tubular_brain	0	0x0b4e	bye_bye	3
script2:Yoko:3a14:1	SCRIPT2	Yoko	5	0x3a14	0x55eb	Tubular_brain	1	0x0001	talk	3
script2:Yoko:3a14:2	SCRIPT2	Yoko	5	0x3a14	0x55eb	Tubular_brain	2	0x5651	news	3
script2:Yoko:3a60:0	SCRIPT2	Yoko	5	0x3a60	0x0a4a	Slimers	0	0x0b4e	bye_bye	7
script2:Yoko:3a60:1	SCRIPT2	Yoko	5	0x3a60	0x0a4a	Slimers	1	0x0001	talk	7
script2:Yoko:3a60:2	SCRIPT2	Yoko	5	0x3a60	0x0a4a	Slimers	2	0x0a52	information	7
script2:Yoko:3b5b:0	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	0	0x0b4e	bye_bye	7
script2:Yoko:3b5b:1	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	1	0x0001	talk	7
script2:Yoko:3b5b:2	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	2	0x0fac	music	7
script2:Yoko:3b5b:3	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	3	0x571d	painting	7
script2:Yoko:3b5b:4	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	4	0x4954	reproduction	7
script2:Yoko:3b5b:5	SCRIPT2	Yoko	5	0x3b5b	0x55ce	art	5	0x5746	book	7
script2:Yoko:3c33:0	SCRIPT2	Yoko	5	0x3c33	0x55d2	politics	0	0x0b4e	bye_bye	7
script2:Yoko:3c33:1	SCRIPT2	Yoko	5	0x3c33	0x55d2	politics	1	0x0001	talk	7
script2:Yoko:3c33:2	SCRIPT2	Yoko	5	0x3c33	0x55d2	politics	2	0x5614	peace	7
script2:Yoko:3c33:3	SCRIPT2	Yoko	5	0x3c33	0x55d2	politics	3	0x110f	war	7
script2:Yoko:3c33:4	SCRIPT2	Yoko	5	0x3c33	0x55d2	politics	4	0x3481	weapon	7
script2:Yoko:3cff:0	SCRIPT2	Yoko	5	0x3cff	0x5614	peace	0	0x0b4e	bye_bye	4
script2:Yoko:3cff:1	SCRIPT2	Yoko	5	0x3cff	0x5614	peace	1	0x0001	talk	4
script2:Yoko:3cff:2	SCRIPT2	Yoko	5	0x3cff	0x5614	peace	2	0x11dd	family	4
script2:Yoko:3d85:0	SCRIPT2	Yoko	5	0x3d85	0x110f	war	0	0x0b4e	bye_bye	5
script2:Yoko:3d85:1	SCRIPT2	Yoko	5	0x3d85	0x110f	war	1	0x0001	talk	5
script2:Yoko:3d85:2	SCRIPT2	Yoko	5	0x3d85	0x110f	war	2	0x5614	peace	5
script2:Yoko:3d85:3	SCRIPT2	Yoko	5	0x3d85	0x110f	war	3	0x57e7	slave	5
script2:Yoko:3d85:4	SCRIPT2	Yoko	5	0x3d85	0x110f	war	4	0x1687	power	5
script2:Yoko:3e17:0	SCRIPT2	Yoko	5	0x3e17	0x4954	reproduction	0	0x0b4e	bye_bye	11
script2:Yoko:3e17:1	SCRIPT2	Yoko	5	0x3e17	0x4954	reproduction	1	0x0001	talk	11
script2:Yoko:3e17:2	SCRIPT2	Yoko	5	0x3e17	0x4954	reproduction	2	0x566e	laugh	11
script2:Yoko:3e17:3	SCRIPT2	Yoko	5	0x3e17	0x4954	reproduction	3	0x2a9c	idea	11
script2:Yoko:3e17:4	SCRIPT2	Yoko	5	0x3e17	0x4954	reproduction	4	0x241e	female	11
script2:Yoko:3f59:0	SCRIPT2	Yoko	5	0x3f59	0x4aba	science	0	0x0b4e	bye_bye	8
script2:Yoko:3f59:1	SCRIPT2	Yoko	5	0x3f59	0x4aba	science	1	0x0001	talk	8
script2:Yoko:3f59:2	SCRIPT2	Yoko	5	0x3f59	0x4aba	science	2	0x3481	weapon	8
script2:Bronko:4038:0	SCRIPT2	Bronko	6	0x4038	0x0001	talk	0	0x0b4e	bye_bye	0
script2:Bronko:4038:1	SCRIPT2	Bronko	6	0x4038	0x0001	talk	1	0x00be	robot	0
script2:Bronko:4038:2	SCRIPT2	Bronko	6	0x4038	0x0001	talk	2	0x274e	cred	0
script2:Bronko:4038:3	SCRIPT2	Bronko	6	0x4038	0x0001	talk	3	0x28ac	murffalos	0
script2:Bronko:4038:4	SCRIPT2	Bronko	6	0x4038	0x0001	talk	4	0x19a6	weapons	0
script2:Bronko:404a:0	SCRIPT2	Bronko	6	0x404a	0x00be	robot	0	0x0001	talk	13
script2:Bronko:404a:1	SCRIPT2	Bronko	6	0x404a	0x00be	robot	1	0x0b4e	bye_bye	13
script2:Bronko:404a:2	SCRIPT2	Bronko	6	0x404a	0x00be	robot	2	0x00be	robot	13
script2:Bronko:404a:3	SCRIPT2	Bronko	6	0x404a	0x00be	robot	3	0x587e	intelligence	13
script2:Bronko:404a:4	SCRIPT2	Bronko	6	0x404a	0x00be	robot	4	0x0399	energy	13
script2:Bronko:404a:5	SCRIPT2	Bronko	6	0x404a	0x00be	robot	5	0x3591	technology	13
script2:Bronko:404a:6	SCRIPT2	Bronko	6	0x404a	0x00be	robot	6	0x588b	retirement	13
script2:Bronko:41f6:0	SCRIPT2	Bronko	6	0x41f6	0x274e	cred	0	0x0001	talk	7
script2:Bronko:41f6:1	SCRIPT2	Bronko	6	0x41f6	0x274e	cred	1	0x0b4e	bye_bye	7
script2:Bronko:41f6:2	SCRIPT2	Bronko	6	0x41f6	0x274e	cred	2	0x274e	cred	7
script2:Bronko:41f6:3	SCRIPT2	Bronko	6	0x41f6	0x274e	cred	3	0x2498	buy	7
script2:Bronko:42e2:0	SCRIPT2	Bronko	6	0x42e2	0x28ac	murffalos	0	0x0001	talk	5
script2:Bronko:42e2:1	SCRIPT2	Bronko	6	0x42e2	0x28ac	murffalos	1	0x0b4e	bye_bye	5
script2:Bronko:42e2:2	SCRIPT2	Bronko	6	0x42e2	0x28ac	murffalos	2	0x5934	hunt	5
script2:Bronko:439c:0	SCRIPT2	Bronko	6	0x439c	0x19a6	weapons	0	0x0001	talk	4
script2:Bronko:439c:1	SCRIPT2	Bronko	6	0x439c	0x19a6	weapons	1	0x0b4e	bye_bye	4
script2:Bronko:439c:2	SCRIPT2	Bronko	6	0x439c	0x19a6	weapons	2	0x3956	planets	4
script2:Bronko:439c:3	SCRIPT2	Bronko	6	0x439c	0x19a6	weapons	3	0x110f	war	4
script2:Bronko:442c:0	SCRIPT2	Bronko	6	0x442c	0x588b	retirement	0	0x0001	talk	1
script2:Bronko:442c:1	SCRIPT2	Bronko	6	0x442c	0x588b	retirement	1	0x0b4e	bye_bye	1
script2:Bob_Morlock:4470:0	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	0	0x0b4e	bye_bye	30
script2:Bob_Morlock:4470:1	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	1	0x598e	black_hole	30
script2:Bob_Morlock:4470:2	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	2	0x463e	Big_Bang	30
script2:Bob_Morlock:4470:3	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	3	0x462f	Bob_Morlock	30
script2:Bob_Morlock:4470:4	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	4	0x5999	Kanary	30
script2:Bob_Morlock:4470:5	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	5	0x2586	mission	30
script2:Bob_Morlock:4470:6	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	6	0x0cb9	Corpo	30
script2:Bob_Morlock:4470:7	SCRIPT2	Bob_Morlock	7	0x4470	0x0001	talk	7	0x59a0	Good_ol_Bob	30
script2:Bob_Morlock:4919:0	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	0	0x0001	talk	23
script2:Bob_Morlock:4919:1	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	1	0x0b4e	bye_bye	23
script2:Bob_Morlock:4919:2	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	2	0x5b1d	cottage	23
script2:Bob_Morlock:4919:3	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	3	0x5b25	clones	23
script2:Bob_Morlock:4919:4	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	4	0x5b2c	employees	23
script2:Bob_Morlock:4919:5	SCRIPT2	Bob_Morlock	7	0x4919	0x5999	Kanary	5	0x5b36	balance_sheets	23
script2:Daddy_Gluxx:4c9b:0	SCRIPT2	Daddy_Gluxx	8	0x4c9b	0x0001	talk	0	0x0b4e	bye_bye	2
script2:Daddy_Gluxx:4c9b:1	SCRIPT2	Daddy_Gluxx	8	0x4c9b	0x0001	talk	1	0x5d30	Slim_Gelati	2
script2:Daddy_Gluxx:4c9b:2	SCRIPT2	Daddy_Gluxx	8	0x4c9b	0x0001	talk	2	0x11dd	family	2
script2:Daddy_Gluxx:4c9b:3	SCRIPT2	Daddy_Gluxx	8	0x4c9b	0x0001	talk	3	0x0a4a	Slimers	2
script2:Daddy_Gluxx:4c9b:4	SCRIPT2	Daddy_Gluxx	8	0x4c9b	0x0001	talk	4	0x5d3c	Great_Yolk	2
script2:Daddy_Gluxx:4cdf:0	SCRIPT2	Daddy_Gluxx	8	0x4cdf	0x5d30	Slim_Gelati	0	0x0b4e	bye_bye	4
script2:Daddy_Gluxx:4cdf:1	SCRIPT2	Daddy_Gluxx	8	0x4cdf	0x5d30	Slim_Gelati	1	0x0001	talk	4
script2:Daddy_Gluxx:4cdf:2	SCRIPT2	Daddy_Gluxx	8	0x4cdf	0x5d30	Slim_Gelati	2	0x5d47	treatment	4
script2:Daddy_Gluxx:4d92:0	SCRIPT2	Daddy_Gluxx	8	0x4d92	0x11dd	family	0	0x0b4e	bye_bye	5
script2:Daddy_Gluxx:4d92:1	SCRIPT2	Daddy_Gluxx	8	0x4d92	0x11dd	family	1	0x0001	talk	5
script2:Daddy_Gluxx:4d92:2	SCRIPT2	Daddy_Gluxx	8	0x4d92	0x11dd	family	2	0x35f7	children	5
script2:Daddy_Gluxx:4d92:3	SCRIPT2	Daddy_Gluxx	8	0x4d92	0x11dd	family	3	0x0ec8	village	5
script2:Daddy_Gluxx:4e7a:0	SCRIPT2	Daddy_Gluxx	8	0x4e7a	0x0a4a	Slimers	0	0x0b4e	bye_bye	5
